,tconst,movie_title,start_year,runtime_minutes,genres,directors,writers,release_date,production_budget,domestic_gross,worldwide_gross,year,success
258,tt1540133,The Guard,2011.0,96.0,"Comedy,Crime,Thriller",nm0567620,nm0567620,2011-07-29,6000000.0,5359774.0,21197454.0,2011,yes
259,tt1542344,127 Hours,2010.0,94.0,"Adventure,Biography,Drama",nm0000965,"nm0000965,nm0064479,nm1737008",2010-11-05,18000000.0,18335230.0,60217171.0,2010,yes
260,tt1549572,Another Earth,2011.0,92.0,"Drama,Romance,Sci-Fi",nm2648685,"nm2648685,nm1779870",2011-07-22,175000.0,1321194.0,2102779.0,2011,yes
261,tt1560985,The Devil Inside,2012.0,83.0,Horror,nm0068587,"nm0068587,nm1834343",2012-01-06,1000000.0,53262945.0,101759490.0,2012,yes
262,tt1563738,One Day,2011.0,107.0,"Drama,Romance",nm0771054,nm0390141,2011-08-19,15000000.0,13843771.0,59168692.0,2011,yes
263,tt1563742,Overboard,2018.0,112.0,"Comedy,Romance",nm0338576,"nm1462097,nm0338576,nm0228908",2018-05-04,12000000.0,50316123.0,85369830.0,2018,yes
264,tt1564349,Dolphin Tale,2011.0,113.0,"Drama,Family",nm0001747,"nm0418321,nm0238247",2011-09-23,37000000.0,72286779.0,96068724.0,2011,yes
265,tt1564585,Skyline,2010.0,92.0,"Action,Sci-Fi,Thriller","nm0833780,nm0833779","nm1634030,nm2880943",2010-11-12,10000000.0,21416355.0,68264973.0,2010,yes
266,tt1568346,The Girl with the Dragon Tattoo,2011.0,158.0,"Crime,Drama,Mystery",nm0000399,"nm0001873,nm2297183",2011-12-20,90000000.0,102515793.0,239373970.0,2011,yes
267,tt3499096,Race,2016.0,134.0,"Biography,Drama,Sport",nm0394280,"nm1100123,nm3143608",2016-02-19,5000000.0,19115191.0,23745772.0,2016,yes
268,tt1568911,War Horse,2011.0,146.0,"Drama,History,War",nm0000229,"nm0355822,nm0193485,nm0606190,nm4312900",2011-12-25,70000000.0,79883359.0,156815529.0,2011,yes
269,tt1570989,Tiny Furniture,2010.0,98.0,"Comedy,Drama,Romance",nm2501633,nm2501633,2010-11-12,50000.0,391674.0,424149.0,2010,yes
270,tt1571249,The Skeleton Twins,2014.0,93.0,"Comedy,Drama,Romance",nm2574897,"nm2574897,nm2114730",2014-09-12,1000000.0,5284309.0,5797192.0,2014,yes
271,tt1572315,Texas Chainsaw 3D,2013.0,92.0,"Horror,Thriller",nm0525141,"nm0546057,nm0838032,nm1187454,nm0839812,nm0377066,nm0001361",2013-01-04,20000000.0,34341945.0,47666013.0,2013,yes
272,tt1582507,House at the End of the Street,2012.0,101.0,"Drama,Horror,Thriller",nm0867127,"nm0521649,nm0609236",2012-09-21,6900000.0,31611916.0,44103982.0,2012,yes
273,tt1583420,Larry Crowne,2011.0,98.0,"Comedy,Drama,Romance",nm0000158,"nm0000158,nm0889522",2011-07-01,30000000.0,35608245.0,61449135.0,2011,yes
274,tt1583421,G.I. Joe: Retaliation,2013.0,110.0,"Action,Adventure,Sci-Fi",nm0160840,"nm1014201,nm1116660",2013-03-27,140000000.0,122523060.0,375740705.0,2013,yes
275,tt1586265,What to Expect When You're Expecting,2012.0,110.0,"Comedy,Drama,Romance",nm0428600,"nm0189272,nm0352320,nm3763939",2012-05-18,37500000.0,41152203.0,88473016.0,2012,yes
276,tt1587310,Maleficent,2014.0,97.0,"Action,Adventure,Family",nm0834902,"nm0941314,nm0674518,nm0052520,nm0382548,nm0670328,nm0672093,nm0727370,nm0780799,nm0942723",2014-05-30,180000000.0,241407328.0,758536735.0,2014,yes
277,tt1588173,Warm Bodies,2013.0,98.0,"Comedy,Horror,Romance",nm1349522,"nm3772853,nm1349522",2013-02-01,30000000.0,66380662.0,115121608.0,2013,yes
278,tt1590193,The Commuter,2018.0,105.0,"Action,Mystery,Thriller",nm1429471,"nm2068778,nm2071379,nm0257513",2018-01-12,40000000.0,36343858.0,101985431.0,2018,yes
279,tt1591479,Act of Valor,2012.0,110.0,"Action,Adventure,Drama","nm0566788,nm0915304",nm0426500,2012-02-24,12000000.0,70012847.0,82497035.0,2012,yes
280,tt1596343,Fast Five,2011.0,130.0,"Action,Crime,Thriller",nm0510912,"nm0604555,nm0860155",2011-04-29,125000000.0,210031325.0,630163454.0,2011,yes
281,tt1596346,Soul Surfer,2011.0,112.0,"Biography,Drama,Family",nm0573732,"nm0573732,nm0777203,nm0777209,nm0075276,nm0020820,nm0933128,nm1048533,nm1703268,nm3111464,nm4287844",2011-04-08,18000000.0,43853424.0,47158652.0,2011,yes
282,tt1596350,This Means War,2012.0,103.0,"Action,Comedy,Romance",nm0629334,"nm0000251,nm1334526,nm0310225",2012-02-17,65000000.0,54760791.0,156974557.0,2012,yes
283,tt1596363,The Big Short,2015.0,130.0,"Biography,Comedy,Drama",nm0570912,"nm1017488,nm0570912,nm1034122",2015-12-11,28000000.0,70259870.0,133162752.0,2015,yes
284,tt1596365,The Woman in Black,2012.0,95.0,"Drama,Fantasy,Horror",nm1220140,"nm0384702,nm0963359",2012-02-03,15000000.0,54333290.0,128955898.0,2012,yes
285,tt1598778,Contagion,2011.0,106.0,"Action,Drama,Thriller",nm0001752,nm1994243,2011-09-09,60000000.0,75658097.0,137551594.0,2011,yes
286,tt1602620,Amour,2012.0,127.0,"Drama,Romance",nm0359734,nm0359734,2012-12-19,9700000.0,6738954.0,36787044.0,2012,yes
287,tt1605630,American Reunion,2012.0,113.0,Comedy,"nm1375358,nm1376383","nm1375358,nm1376383,nm0381221",2012-04-06,50000000.0,56758835.0,236799211.0,2012,yes
288,tt3567288,The Visit,2015.0,94.0,"Horror,Mystery,Thriller",nm0796117,nm0796117,2015-09-11,5000000.0,65206105.0,98677816.0,2015,yes
289,tt1606378,A Good Day to Die Hard,2013.0,98.0,"Action,Thriller",nm0601382,"nm0940790,nm0861636",2013-02-14,92000000.0,67349198.0,304249198.0,2013,yes
290,tt1606389,The Vow,2012.0,104.0,"Drama,Romance",nm1302591,"nm0463359,nm0799050,nm0441300,nm1213974",2012-02-10,30000000.0,125014030.0,197618160.0,2012,yes
291,tt1611224,Abraham Lincoln: Vampire Hunter,2012.0,105.0,"Action,Fantasy,Horror",nm0067457,nm0334381,2012-06-22,67500000.0,37519139.0,137489730.0,2012,yes
292,tt1615147,Margin Call,2011.0,107.0,"Drama,Thriller",nm1170855,nm1170855,2011-10-21,3400000.0,5353586.0,20433227.0,2011,yes
293,tt1615160,The Foreigner,2017.0,113.0,"Action,Thriller",nm0132709,"nm0545861,nm0495319",2017-10-13,35000000.0,34393507.0,140783360.0,2017,yes
294,tt1615918,Alvin and the Chipmunks: Chipwrecked,2011.0,87.0,"Adventure,Animation,Comedy",nm0593610,"nm0008743,nm0074184,nm0046564,nm0439739",2011-12-16,80000000.0,133107389.0,349088523.0,2011,yes
295,tt1616195,J. Edgar,2011.0,137.0,"Biography,Crime,Drama",nm0000142,nm0085257,2011-11-09,35000000.0,37306030.0,84606030.0,2011,yes
296,tt1618430,Dum Maaro Dum,2011.0,128.0,"Action,Crime,Drama",nm1391682,"nm1743389,nm1709471,nm1356270",2011-04-22,5200000.0,564489.0,11633427.0,2011,yes
297,tt1619029,Jackie,2016.0,100.0,"Biography,Drama,History",nm1883257,nm3834300,2016-12-02,9000000.0,13960394.0,36588512.0,2016,yes
298,tt1621039,Free Birds,2013.0,91.0,"Adventure,Animation,Comedy",nm0371755,"nm0608714,nm0371755,nm0827670,nm0833828,nm3439751",2013-11-01,55000000.0,55750480.0,110387072.0,2013,yes
299,tt1621045,Think Like a Man,2012.0,122.0,"Comedy,Romance",nm1103162,"nm2226647,nm2226970,nm0367724",2012-04-20,12000000.0,91547205.0,113373764.0,2012,yes
300,tt1622979,Final Destination 5,2011.0,92.0,Horror,nm0702797,"nm2104063,nm0714695",2011-08-12,40000000.0,42587643.0,155011165.0,2011,yes
301,tt1623205,Oz the Great and Powerful,2013.0,130.0,"Adventure,Family,Fantasy",nm0000600,"nm0438449,nm1865755,nm0000875",2013-03-08,200000000.0,234770996.0,490359051.0,2013,yes
302,tt1628841,Independence Day: Resurgence,2016.0,120.0,"Action,Adventure,Sci-Fi",nm0000386,"nm1288961,nm1123994,nm0002041,nm0000386,nm0888743,nm1125328",2016-06-24,165000000.0,103144286.0,384169424.0,2016,yes
303,tt1630036,Courageous,2011.0,129.0,Drama,nm1731937,"nm1731937,nm1726854",2011-09-30,2000000.0,34522221.0,35185884.0,2011,yes
304,tt1631867,Edge of Tomorrow,2014.0,113.0,"Action,Sci-Fi",nm0510731,"nm0003160,nm0125336,nm3890871,nm3872326",2014-06-06,178000000.0,100206256.0,370541256.0,2014,yes
305,tt3076658,Creed,2015.0,133.0,"Drama,Sport",nm3363032,"nm3363032,nm2128400,nm0000230",2015-11-25,37000000.0,109767581.0,173567581.0,2015,yes
306,tt1632708,Friends with Benefits,2011.0,109.0,"Comedy,Romance",nm0323239,"nm2226647,nm2226970,nm0323239,nm0679037",2011-07-22,35000000.0,55802754.0,146595891.0,2011,yes
307,tt1634122,Johnny English Reborn,2011.0,101.0,"Action,Adventure,Comedy",nm0662529,"nm0566100,nm0204030,nm0701031,nm0905498",2011-10-21,45000000.0,8406711.0,164640401.0,2011,yes
308,tt2361509,The Intern,2015.0,121.0,"Comedy,Drama",nm0583600,nm0583600,2015-09-25,40000000.0,75764672.0,197115710.0,2015,yes
309,tt1636826,Project X,2012.0,88.0,Comedy,nm1294036,"nm0236966,nm0045209",2012-03-02,12000000.0,54731865.0,103028188.0,2012,yes
310,tt1637688,In Time,2011.0,109.0,"Action,Crime,Drama",nm0629272,nm0629272,2011-10-28,35000000.0,37553932.0,165103952.0,2011,yes
311,tt1637706,Our Idiot Brother,2011.0,90.0,"Comedy,Drama",nm0673400,"nm0673400,nm3077617,nm0772005",2011-08-26,5000000.0,24814830.0,25861249.0,2011,yes
312,tt1637725,Ted,2012.0,106.0,"Comedy,Fantasy",nm0532235,"nm0532235,nm1273148,nm1273397",2012-06-29,50000000.0,218665740.0,556016627.0,2012,yes
313,tt1640484,Jumping the Broom,2011.0,112.0,"Comedy,Drama",nm0015328,"nm0402804,nm1656428",2011-05-06,7000000.0,37295394.0,38158601.0,2011,yes
314,tt2096673,Inside Out,2015.0,95.0,"Adventure,Animation,Comedy","nm0230032,nm0215455","nm0230032,nm0215455,nm0498834,nm2155757,nm1578335,nm2919995,nm0352778,nm0688132",2015-06-19,175000000.0,356461711.0,854235992.0,2015,yes
315,tt1645089,Inside Job,2010.0,109.0,"Crime,Documentary",nm2480587,"nm2480587,nm1556822,nm2903269",2010-10-08,2000000.0,4311834.0,7799257.0,2010,yes
316,tt1645170,The Dictator,2012.0,83.0,Comedy,nm0153078,"nm0056187,nm0073688,nm0541635,nm0769840",2012-05-16,65000000.0,59650222.0,180148897.0,2012,yes
317,tt1646971,How to Train Your Dragon 2,2014.0,102.0,"Action,Adventure,Animation",nm0213450,"nm0213450,nm2441763",2014-06-13,145000000.0,177002924.0,614586270.0,2014,yes
318,tt1646987,Wrath of the Titans,2012.0,99.0,"Action,Adventure,Fantasy",nm0509448,"nm2669197,nm0424901,nm0075528,nm0189117",2012-03-30,150000000.0,83670083.0,305270083.0,2012,yes
319,tt1649419,The Impossible,2012.0,114.0,"Drama,History,Thriller",nm1291105,"nm1037221,nm5377442",2012-12-21,40000000.0,19019882.0,169590606.0,2012,yes
320,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011.0,99.0,"Comedy,Family",nm0101047,"nm0007091,nm0431817,nm2732149",2011-03-25,18000000.0,52698535.0,73695194.0,2011,yes
321,tt1650062,Super 8,2011.0,112.0,"Mystery,Sci-Fi,Thriller",nm0009190,nm0009190,2011-06-10,50000000.0,127004179.0,257972745.0,2011,yes
322,tt1650554,Kick-Ass 2,2013.0,103.0,"Action,Comedy,Crime",nm0905592,"nm0905592,nm2092839,nm1348210",2013-08-16,28000000.0,28795985.0,63129909.0,2013,yes
323,tt1655420,My Week with Marilyn,2011.0,99.0,"Biography,Drama",nm0193508,"nm0388130,nm1133610",2011-11-23,10000000.0,14597405.0,34240572.0,2011,yes
324,tt1655441,The Age of Adaline,2015.0,112.0,"Drama,Fantasy,Romance",nm1767218,"nm0328987,nm3384330",2015-04-24,30000000.0,42629776.0,68984536.0,2015,yes
325,tt1659337,The Perks of Being a Wallflower,2012.0,103.0,Drama,nm0154716,nm0154716,2012-09-21,13000000.0,17742948.0,33069303.0,2012,yes
326,tt1663202,The Revenant,2015.0,156.0,"Action,Adventure,Biography",nm0327944,"nm1872664,nm0327944,nm3488559",2015-12-25,135000000.0,183637894.0,532938302.0,2015,yes
327,tt1663662,Pacific Rim,2013.0,131.0,"Action,Adventure,Sci-Fi",nm0868219,"nm2012438,nm0868219",2013-07-12,190000000.0,101802906.0,411002906.0,2013,yes
328,tt2120120,Pixels,2015.0,105.0,"Action,Comedy,Sci-Fi",nm0001060,"nm0379056,nm0000251,nm1268896",2015-07-24,90000000.0,78765986.0,244041804.0,2015,yes
329,tt1666186,Vampires Suck,2010.0,82.0,Comedy,"nm0294997,nm0783536","nm0294997,nm0783536",2010-08-18,20000000.0,36661504.0,81424988.0,2010,yes
330,tt1667353,Mirror Mirror,2012.0,106.0,"Adventure,Comedy,Drama",nm0802248,"nm0458884,nm0445669,nm2214893",2012-03-30,85000000.0,64935167.0,173613482.0,2012,yes
331,tt1667889,Ice Age: Continental Drift,2012.0,88.0,"Adventure,Animation,Comedy","nm0862211,nm0553942","nm0073850,nm0297229,nm1000858",2012-07-13,95000000.0,161321843.0,879765137.0,2012,yes
332,tt2051894,Home Run,2013.0,113.0,"Drama,Sport",nm0101741,"nm1014503,nm3820225,nm1433579,nm2561710",2013-04-19,1200000.0,2859955.0,2859955.0,2013,yes
333,tt1670345,Now You See Me,2013.0,115.0,"Crime,Mystery,Thriller",nm0504642,"nm0004412,nm0945026,nm3242689",2013-05-31,75000000.0,117723989.0,342769200.0,2013,yes
334,tt1677720,Ready Player One,2018.0,140.0,"Action,Adventure,Sci-Fi",nm0000229,"nm0672015,nm2094392",2018-03-29,150000000.0,137690172.0,579290136.0,2018,yes
335,tt1679335,Trolls,2016.0,92.0,"Adventure,Animation,Comedy","nm0593610,nm0230666","nm0008743,nm0074184,nm1106214,nm8540931",2016-11-04,125000000.0,153707064.0,344150134.0,2016,yes
336,tt1690953,Despicable Me 2,2013.0,98.0,"Adventure,Animation,Comedy","nm1853544,nm0719208","nm0666791,nm0202425",2013-07-03,76000000.0,368065385.0,975216835.0,2013,yes
337,tt1691916,Before I Fall,2017.0,98.0,"Drama,Fantasy,Mystery",nm1735543,"nm0535940,nm3986344",2017-03-03,5000000.0,12241072.0,18945682.0,2017,yes
338,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014.0,81.0,"Comedy,Family",nm0037708,"nm1464577,nm1460483",2014-10-10,28000000.0,66954149.0,101379287.0,2014,yes
339,tt1700841,Sausage Party,2016.0,89.0,"Adventure,Animation,Comedy","nm0970447,nm0862911","nm3773434,nm3782043,nm0736622,nm1698571,nm1706767",2016-08-12,19000000.0,97670358.0,141344255.0,2016,yes
340,tt1702439,Safe Haven,2013.0,115.0,"Drama,Romance,Thriller",nm0002120,"nm0828342,nm5654942,nm0817023",2013-02-14,28000000.0,71399120.0,94050951.0,2013,yes
341,tt1702443,Justin Bieber: Never Say Never,2011.0,105.0,"Documentary,Music",nm0160840,,2011-02-11,13000000.0,73013910.0,99034125.0,2011,yes
342,tt1706593,Chronicle,2012.0,84.0,"Drama,Sci-Fi,Thriller",nm2503633,"nm0484840,nm2503633",2012-02-03,12000000.0,64575175.0,123681790.0,2012,yes
343,tt1711525,Office Christmas Party,2016.0,105.0,Comedy,"nm0330347,nm0817447","nm0524190,nm0601859,nm0000251,nm3675159,nm2083678,nm0563243",2016-12-09,45000000.0,54767494.0,91323299.0,2016,yes
344,tt1714206,The Spectacular Now,2013.0,95.0,"Comedy,Drama,Romance",nm1242054,"nm2354099,nm2352210,nm4043665",2013-08-02,2500000.0,6852971.0,6916951.0,2013,yes
345,tt1723121,We're the Millers,2013.0,110.0,"Comedy,Crime",nm1098493,"nm1462097,nm0264520,nm1890845,nm1898234",2013-08-07,37000000.0,150394119.0,267816276.0,2013,yes
346,tt1723811,Shame,2011.0,101.0,Drama,nm2588606,"nm2588606,nm0604448,nm0543283",2011-12-02,6500000.0,4002293.0,20412841.0,2011,yes
347,tt1727388,The Way Way Back,2013.0,103.0,"Comedy,Drama","nm0269542,nm0711110","nm0269542,nm0711110",2013-07-05,5000000.0,21502690.0,26853810.0,2013,yes
348,tt1727824,Bohemian Rhapsody,2018.0,134.0,"Biography,Drama,Music",nm0001741,"nm0565026,nm0604948",2018-11-02,55000000.0,216303339.0,894985342.0,2018,yes
349,tt1735898,Snow White and the Huntsman,2012.0,127.0,"Action,Adventure,Drama",nm2782185,"nm2489193,nm0359387,nm0024925",2012-06-01,170000000.0,155136755.0,401021746.0,2012,yes
350,tt1748122,Moonrise Kingdom,2012.0,94.0,"Adventure,Comedy,Drama",nm0027572,"nm0027572,nm0178910",2012-05-25,16000000.0,45512466.0,68848446.0,2012,yes
351,tt1758692,Like Crazy,2011.0,86.0,"Drama,Romance",nm2035886,"nm2035886,nm1726378",2011-10-28,250000.0,3395391.0,3728400.0,2011,yes
352,tt1758795,The To Do List,2013.0,104.0,"Comedy,Romance",nm0962849,nm0962849,2013-07-26,1500000.0,3491669.0,4128828.0,2013,yes
353,tt1764183,Arbitrage,2012.0,107.0,"Drama,Thriller",nm1906430,nm1906430,2012-09-14,12000000.0,7919574.0,35830713.0,2012,yes
354,tt1764234,Killing Them Softly,2012.0,97.0,"Crime,Thriller",nm0231596,"nm0231596,nm0383389",2012-11-30,15000000.0,14945541.0,39238443.0,2012,yes
355,tt1764651,The Expendables 2,2012.0,103.0,"Action,Adventure,Thriller",nm0922346,"nm0921013,nm0000230,nm0442190,nm0013234,nm1709264",2012-08-17,100000000.0,85028192.0,311979256.0,2012,yes
356,tt1772240,Apollo 18,2011.0,86.0,"Horror,Mystery,Sci-Fi",nm1018426,"nm2921766,nm2309430",2011-09-02,5000000.0,17686929.0,26517819.0,2011,yes
357,tt3531824,Nerve,2016.0,96.0,"Action,Adventure,Crime","nm1160962,nm1413364","nm0789366,nm6290393",2016-07-27,20000000.0,38583626.0,70652284.0,2016,yes
358,tt1772341,Wreck-It Ralph,2012.0,101.0,"Adventure,Animation,Comedy",nm0601781,"nm0601781,nm1601882,nm0714114,nm1601644,nm0000604,nm0505946,nm2972864",2012-11-02,165000000.0,189412677.0,496511521.0,2012,yes
359,tt6722030,The Intruder,2019.0,102.0,"Drama,Horror,Mystery",nm1938064,nm0521739,2019-05-03,8000000.0,35095904.0,36005871.0,2019,yes
360,tt1778304,Paranormal Activity 3,2011.0,83.0,"Horror,Mystery,Thriller","nm1413364,nm1160962","nm0484907,nm2305431",2011-10-21,5000000.0,104028807.0,207039844.0,2011,yes
361,tt1781784,Burn,2012.0,86.0,Documentary,"nm0701245,nm2198644",,2012-07-20,225000.0,1109276.0,1109276.0,2012,yes
362,tt1781922,No Escape,2015.0,103.0,"Action,Thriller",nm0235719,"nm0235719,nm1803105",2015-08-26,5000000.0,27288872.0,42844516.0,2015,yes
363,tt1787759,Madea's Big Happy Family,2011.0,106.0,"Comedy,Drama",nm1347153,nm1347153,2011-04-22,25000000.0,53345287.0,54160818.0,2011,yes
364,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017.0,129.0,"Action,Adventure,Fantasy","nm1461392,nm1650283","nm0622288,nm0744429,nm0254645,nm0064181,nm0938684",2017-05-26,230000000.0,172558876.0,788241137.0,2017,yes
365,tt1790864,The Maze Runner,2014.0,113.0,"Action,Mystery,Sci-Fi",nm1226871,"nm3834300,nm2233127,nm2385905,nm4212895",2014-09-19,34000000.0,102427862.0,348319861.0,2014,yes
366,tt1790885,Zero Dark Thirty,2012.0,157.0,"Drama,Thriller",nm0000941,nm1676793,2012-12-19,52500000.0,95720716.0,134612435.0,2012,yes
367,tt1798684,Southpaw,2015.0,124.0,"Drama,Sport",nm0298807,nm1176676,2015-07-24,30000000.0,52421953.0,94156456.0,2015,yes
368,tt1800241,American Hustle,2013.0,138.0,"Crime,Drama",nm0751102,"nm2545235,nm0751102",2013-12-13,40000000.0,150117807.0,257878294.0,2013,yes
369,tt1800246,That Awkward Moment,2014.0,94.0,"Comedy,Romance",nm3230448,nm3230448,2014-01-31,8000000.0,26068955.0,53068955.0,2014,yes
370,tt1800741,Step Up Revolution,2012.0,99.0,"Drama,Music,Romance",nm1228976,"nm5177729,nm0012137",2012-07-27,33000000.0,35074677.0,165552290.0,2012,yes
371,tt2023587,Mama,2013.0,100.0,"Horror,Thriller",nm0615592,"nm0615592,nm1953833,nm0189232",2013-01-18,15000000.0,71628180.0,148095566.0,2013,yes
372,tt3210686,Son of God,2014.0,138.0,"Biography,Drama,History",nm0817895,"nm2589005,nm0817895,nm0841997,nm1646081",2014-02-28,22000000.0,59700064.0,70949793.0,2014,yes
373,tt1821549,Nebraska,2013.0,115.0,"Adventure,Comedy,Drama",nm0668247,nm1504572,2013-11-15,12000000.0,17654912.0,24761360.0,2013,yes
374,tt1821658,The Nut Job,2014.0,85.0,"Adventure,Animation,Comedy",nm0503259,"nm0503259,nm0131661,nm5371827,nm0715257",2014-01-17,30000000.0,64251538.0,122529966.0,2014,yes
375,tt1823664,Annie,2014.0,118.0,"Comedy,Drama,Family",nm0323239,"nm0323239,nm0112459,nm0576070,nm0336675",2014-12-19,65000000.0,85911262.0,139829625.0,2014,yes
376,tt1823672,Chappie,2015.0,120.0,"Action,Crime,Drama",nm0088955,"nm0088955,nm2833612",2015-03-06,49000000.0,31569268.0,105002056.0,2015,yes
377,tt1825683,Black Panther,2018.0,134.0,"Action,Adventure,Sci-Fi",nm3363032,"nm3363032,nm1963288,nm0498278,nm0456158",2018-02-16,200000000.0,700059566.0,1348258224.0,2018,yes
378,tt1826590,About Last Night,2014.0,100.0,"Comedy,Romance",nm0684336,"nm2853516,nm0443730,nm0213932,nm0000519",2014-02-14,13000000.0,48637684.0,50445860.0,2014,yes
379,tt5619332,Life of the Party,2018.0,105.0,Comedy,nm1229520,"nm0565250,nm1229520",2018-05-11,30000000.0,53059911.0,65759911.0,2018,yes
380,tt3369806,Max,2015.0,111.0,"Adventure,Drama,Family",nm0945026,"nm0945026,nm0504802",2015-06-26,20000000.0,42656255.0,43658157.0,2015,yes
381,tt1840309,Divergent,2014.0,139.0,"Action,Adventure,Mystery",nm1139726,"nm2489193,nm0961827,nm4316121",2014-03-21,85000000.0,150947895.0,276014965.0,2014,yes
382,tt1840417,The Words,2012.0,102.0,"Drama,Mystery,Romance","nm0460206,nm1600872","nm0460206,nm1600872",2012-09-07,6000000.0,11494838.0,16369708.0,2012,yes
383,tt1843866,Captain America: The Winter Soldier,2014.0,136.0,"Action,Adventure,Sci-Fi","nm0751577,nm0751648","nm1321655,nm1321656,nm0800209,nm0456158,nm1591737,nm3090268,nm6624843",2014-04-04,170000000.0,259746958.0,714401889.0,2014,yes
384,tt1853728,Django Unchained,2012.0,165.0,"Drama,Western",nm0000233,nm0000233,2012-12-25,100000000.0,162805434.0,449948323.0,2012,yes
385,tt1854564,Percy Jackson: Sea of Monsters,2013.0,106.0,"Adventure,Family,Fantasy",nm0294457,"nm0973233,nm2292894",2013-08-07,90000000.0,68559554.0,200859554.0,2013,yes
386,tt1855199,End of Watch,2012.0,109.0,"Action,Crime,Drama",nm0043742,nm0043742,2012-09-21,15000000.0,41003371.0,57586606.0,2012,yes
387,tt1855325,Resident Evil: Retribution,2012.0,95.0,"Action,Horror,Sci-Fi",nm0027271,nm0027271,2012-09-14,65000000.0,42345531.0,240647629.0,2012,yes
388,tt1859650,To Rome with Love,2012.0,112.0,"Comedy,Music,Romance",nm0000095,nm0000095,2012-06-22,21500000.0,16684352.0,74326015.0,2012,yes
389,tt1860213,Dirty Grandpa,2016.0,102.0,Comedy,nm0563243,nm4544229,2016-01-22,11500000.0,35593113.0,105078449.0,2016,yes
390,tt1860353,Turbo,2013.0,96.0,"Adventure,Animation,Comedy",nm1659741,"nm0501359,nm1557909,nm1659741",2013-07-17,135000000.0,83028130.0,286896578.0,2013,yes
391,tt1862079,Safety Not Guaranteed,2012.0,86.0,"Comedy,Drama,Romance",nm1119880,nm2081046,2012-06-08,750000.0,4010957.0,4422318.0,2012,yes
392,tt1866249,The Sessions,2012.0,95.0,"Biography,Comedy,Drama",nm0506802,"nm0506802,nm0639694",2012-10-19,1000000.0,6002451.0,11495204.0,2012,yes
393,tt1872181,The Amazing Spider-Man 2,2014.0,142.0,"Action,Adventure,Sci-Fi",nm1989536,"nm0476064,nm0649460,nm0684374,nm0888743,nm0498278,nm0228492",2014-05-02,200000000.0,202853933.0,708996336.0,2014,yes
394,tt1876451,Sparkle,2012.0,116.0,"Drama,Music",nm0015328,"nm0015327,nm0001708,nm0742651",2012-08-17,10000000.0,24397469.0,24660323.0,2012,yes
395,tt1877832,X-Men: Days of Future Past,2014.0,132.0,"Action,Adventure,Sci-Fi",nm0001741,"nm1334526,nm0963359,nm0891216,nm0456158,nm0498278",2014-05-23,200000000.0,233921534.0,747862775.0,2014,yes
396,tt1878870,The Edge of Seventeen,2016.0,104.0,"Comedy,Drama",nm2609807,nm2609807,2016-11-18,9000000.0,14431633.0,19096003.0,2016,yes
397,tt1907668,Flight,2012.0,138.0,"Drama,Thriller",nm0000709,nm0309691,2012-11-02,31000000.0,93772375.0,160558438.0,2012,yes
398,tt1911658,Penguins of Madagascar,2014.0,92.0,"Adventure,Animation,Comedy","nm0971239,nm0201509","nm1685000,nm1595526,nm1725022,nm0774786,nm2523794,nm0123666,nm0201509,nm0569891,nm1129905",2014-11-26,132000000.0,83350911.0,366942531.0,2014,yes
399,tt1915581,Magic Mike,2012.0,110.0,"Comedy,Drama",nm0001752,nm1730221,2012-06-29,7000000.0,113721571.0,170549753.0,2012,yes
400,tt1920849,Bachelorette,2012.0,87.0,"Comedy,Romance",nm2853516,nm2853516,2012-09-07,3000000.0,446770.0,12577401.0,2012,yes
401,tt1922777,Sinister,2012.0,110.0,"Horror,Mystery,Thriller",nm0220600,"nm0220600,nm1803036",2012-10-12,3000000.0,48086903.0,87727807.0,2012,yes
402,tt1931533,Seven Psychopaths,2012.0,110.0,"Comedy,Crime",nm1732981,nm1732981,2012-10-12,13500000.0,15024049.0,33035736.0,2012,yes
403,tt1939659,Carrie,2013.0,100.0,"Drama,Horror",nm0005303,"nm0169548,nm2630745,nm0000175",2013-10-18,30000000.0,35266619.0,82409520.0,2013,yes
404,tt1951264,The Hunger Games: Catching Fire,2013.0,146.0,"Action,Adventure,Sci-Fi",nm1349376,"nm0064479,nm1578335,nm1056741",2013-11-22,130000000.0,424668047.0,864868047.0,2013,yes
405,tt1951265,The Hunger Games: Mockingjay - Part 1,2014.0,123.0,"Action,Adventure,Sci-Fi",nm1349376,"nm0185976,nm0834960,nm1056741",2014-11-21,125000000.0,337135885.0,766575131.0,2014,yes
406,tt1951266,The Hunger Games: Mockingjay - Part 2,2015.0,137.0,"Action,Adventure,Sci-Fi",nm1349376,"nm0185976,nm0834960,nm1056741",2015-11-20,160000000.0,281723902.0,648986787.0,2015,yes
407,tt1956620,Sex Tape,2014.0,94.0,"Comedy,Romance",nm0440458,"nm1180074,nm0781981,nm0831557",2014-07-18,40000000.0,38543473.0,126069509.0,2014,yes
408,tt2854926,Tag,2018.0,100.0,Comedy,nm1762961,"nm1301035,nm0825356,nm9715487",2018-06-15,28000000.0,54730625.0,77026186.0,2018,yes
