,tconst,movie_title,start_year,runtime_minutes,genres,directors,writers,release_date,production_budget,domestic_gross,worldwide_gross,year,success
112,tt1179056,A Nightmare on Elm Street,2010.0,95.0,"Crime,Drama,Horror",nm1207904,"nm0834338,nm2104063,nm0000127",2010-04-30,35000000.0,63075011.0,117729621.0,2010,yes
113,tt1179933,10 Cloverfield Lane,2016.0,103.0,"Drama,Horror,Mystery",nm0870469,"nm1061091,nm1173295,nm3227090",2016-03-11,5000000.0,72082999.0,108286422.0,2016,yes
114,tt1182350,You Will Meet a Tall Dark Stranger,2010.0,98.0,"Comedy,Drama,Romance",nm0000095,nm0000095,2010-09-22,15000000.0,3247816.0,34247816.0,2010,yes
115,tt1189340,The Lincoln Lawyer,2011.0,118.0,"Crime,Drama,Thriller",nm1026778,"nm0175093,nm0738908",2011-03-18,40000000.0,58009200.0,87145086.0,2011,yes
116,tt1193631,Step Up 3D,2010.0,107.0,"Drama,Music,Romance",nm0160840,"nm3655562,nm2199696,nm0012137",2010-08-06,30000000.0,42400223.0,165889117.0,2010,yes
117,tt1194173,The Bourne Legacy,2012.0,135.0,"Action,Adventure,Thriller",nm0006904,"nm0006904,nm0319659,nm0524924",2012-08-10,125000000.0,113203870.0,280355920.0,2012,yes
118,tt1195478,The Five-Year Engagement,2012.0,124.0,"Comedy,Romance",nm0831557,"nm0781981,nm0831557",2012-04-27,30000000.0,28700285.0,61623819.0,2012,yes
119,tt1196141,Diary of a Wimpy Kid,2010.0,94.0,"Comedy,Drama,Family",nm0294457,"nm0066851,nm0276882,nm0007091,nm0431817,nm2732149",2010-03-19,15000000.0,64003625.0,76954311.0,2010,yes
120,tt1204342,The Muppets,2011.0,103.0,"Adventure,Comedy,Family",nm0090386,"nm0781981,nm0831557,nm0001345",2011-11-23,45000000.0,88625922.0,160971922.0,2011,yes
121,tt1204975,Last Vegas,2013.0,105.0,"Comedy,Drama",nm0005509,nm1557594,2013-01-28,28000000.0,63914167.0,112914167.0,2013,yes
122,tt1204977,Ouija,2014.0,89.0,"Horror,Mystery,Thriller",nm0925482,"nm1340000,nm0925482",2014-10-24,5000000.0,50856010.0,103300632.0,2014,yes
123,tt1205537,Jack Ryan: Shadow Recruit,2014.0,105.0,"Action,Drama,Thriller",nm0000110,"nm3092414,nm0462895,nm0002007",2014-01-17,60000000.0,50577412.0,131377412.0,2014,yes
124,tt1210166,Moneyball,2011.0,133.0,"Biography,Drama,Sport",nm0587955,"nm0001873,nm0815070,nm3133181,nm1034122",2011-09-23,50000000.0,75605492.0,111300835.0,2011,yes
125,tt1211837,Doctor Strange,2016.0,115.0,"Action,Adventure,Fantasy",nm0220600,"nm3123612,nm0220600,nm1803036,nm0498278,nm0228492",2016-11-04,165000000.0,232641920.0,676404566.0,2016,yes
126,tt1212419,Hereafter,2010.0,129.0,"Drama,Fantasy,Romance",nm0000142,nm0604948,2010-10-15,50000000.0,32746941.0,108660270.0,2010,yes
127,tt1212436,The Back-up Plan,2010.0,104.0,"Comedy,Romance",nm0693561,nm1180074,2010-04-23,35000000.0,37490007.0,75281179.0,2010,yes
128,tt1212450,Lawless,2012.0,116.0,"Crime,Drama",nm0384825,"nm0147022,nm2967574",2012-08-29,26000000.0,37397291.0,54393687.0,2012,yes
129,tt1213663,The World's End,2013.0,109.0,"Action,Comedy,Sci-Fi",nm0942367,"nm0670408,nm0942367",2013-08-23,20000000.0,26004851.0,47508505.0,2013,yes
130,tt1216475,Cars 2,2011.0,106.0,"Adventure,Animation,Comedy","nm0506977,nm0005124","nm0005124,nm0506977,nm1557594,nm0703078",2011-06-24,200000000.0,191450875.0,560155383.0,2011,yes
131,tt1217209,Brave,2012.0,93.0,"Adventure,Animation,Comedy","nm0152312,nm0700760,nm0028764","nm0152312,nm0028764,nm0700760,nm0575293",2012-06-22,185000000.0,237282182.0,554606532.0,2012,yes
132,tt1219289,Limitless,2011.0,105.0,"Mystery,Sci-Fi,Thriller",nm1139726,"nm0228908,nm2982186",2011-03-18,27000000.0,79249455.0,155564919.0,2011,yes
133,tt1220634,Resident Evil: Afterlife,2010.0,96.0,"Action,Adventure,Horror",nm0027271,nm0027271,2010-09-10,57500000.0,60128566.0,295874190.0,2010,yes
134,tt1222817,Zookeeper,2011.0,102.0,"Comedy,Family,Romance",nm0178997,"nm0048169,nm0720609,nm0416673,nm0771065,nm0740115",2011-07-08,80000000.0,80360866.0,170805525.0,2011,yes
135,tt1226229,Get Him to the Greek,2010.0,109.0,"Adventure,Comedy,Music",nm0831557,"nm0831557,nm0781981",2010-06-04,40000000.0,61153526.0,91455875.0,2010,yes
136,tt1228705,Iron Man 2,2010.0,124.0,"Action,Adventure,Sci-Fi",nm0269463,"nm0857620,nm0498278,nm1411347,nm1293367,nm0456158",2010-05-07,170000000.0,312433331.0,621156389.0,2010,yes
137,tt1229340,Anchorman 2: The Legend Continues,2013.0,119.0,Comedy,nm0570912,"nm0002071,nm0570912",2013-12-18,50000000.0,127352707.0,172185754.0,2013,yes
138,tt1231583,Due Date,2010.0,95.0,"Adventure,Comedy",nm0680846,"nm0169182,nm0293139,nm1186373,nm0680846",2010-11-05,65000000.0,100539043.0,211739043.0,2010,yes
139,tt1232829,21 Jump Street,2012.0,109.0,"Action,Comedy,Crime","nm0588087,nm0520488","nm0045209,nm1706767,nm0367895,nm0004798",2012-03-16,42000000.0,138447667.0,202812429.0,2012,yes
140,tt1234721,RoboCop,2014.0,117.0,"Action,Crime,Sci-Fi",nm0655683,"nm2440587,nm0627159,nm0591160",2014-02-12,120000000.0,58607007.0,242981799.0,2014,yes
141,tt1243957,The Tourist,2010.0,103.0,"Action,Adventure,Thriller",nm0003697,"nm0003697,nm0003160,nm0271501,nm1362432",2010-12-10,100000000.0,67631157.0,278731369.0,2010,yes
142,tt1250777,Kick-Ass,2010.0,117.0,"Action,Comedy",nm0891216,"nm0963359,nm0891216,nm2092839,nm1348210",2010-04-16,28000000.0,48071303.0,97531134.0,2010,yes
143,tt1253863,300: Rise of an Empire,2014.0,102.0,"Action,Fantasy,War",nm1729171,"nm0811583,nm0426500,nm0588340",2014-03-07,110000000.0,106580051.0,330780051.0,2014,yes
144,tt1253864,Immortals,2011.0,110.0,"Action,Drama,Fantasy",nm0802248,"nm0663048,nm0663050",2011-11-11,75000000.0,83504017.0,211562435.0,2011,yes
145,tt1255953,Incendies,2010.0,131.0,"Drama,Mystery,War",nm0898288,"nm0898288,nm1416431,nm4034068",2010-09-17,6800000.0,6857096.0,16038343.0,2010,yes
146,tt1259528,Den of Thieves,2018.0,140.0,"Action,Crime,Drama",nm0345615,"nm0345615,nm0771228",2018-01-19,30000000.0,44947622.0,80131391.0,2018,yes
147,tt1261945,Sex and the City 2,2010.0,146.0,"Comedy,Drama,Romance",nm0455078,"nm0455078,nm0124299,nm0823015",2010-05-27,95000000.0,95347692.0,294680778.0,2010,yes
148,tt1262416,Scream 4,2011.0,111.0,"Horror,Mystery",nm0000127,nm0932078,2011-04-15,40000000.0,38180928.0,95989590.0,2011,yes
149,tt1265990,The Roommate,2011.0,91.0,"Drama,Thriller",nm0160157,nm1867458,2011-02-04,16000000.0,37300107.0,52545707.0,2011,yes
150,tt1270797,Venom,2018.0,112.0,"Action,Sci-Fi,Thriller",nm0281508,"nm0684374,nm0003298,nm0545150,nm0568825,nm2163440",2018-10-05,116000000.0,213511408.0,853628605.0,2018,yes
151,tt1270798,X-Men: First Class,2011.0,131.0,"Action,Adventure,Sci-Fi",nm0891216,"nm1005420,nm0826714,nm0963359,nm0891216,nm1417242,nm0001741,nm0456158,nm0498278",2011-06-03,160000000.0,146408305.0,355408305.0,2011,yes
152,tt1272878,2 Guns,2013.0,109.0,"Action,Comedy,Crime",nm0466349,"nm1398578,nm1556427",2013-08-02,61000000.0,75612460.0,132493015.0,2013,yes
153,tt1276104,Looper,2012.0,113.0,"Action,Crime,Drama",nm0426059,nm0426059,2012-09-28,30000000.0,66486205.0,170466405.0,2012,yes
154,tt1277953,Madagascar 3: Europe's Most Wanted,2012.0,93.0,"Adventure,Animation,Comedy","nm0569891,nm0970447,nm0201509","nm0201509,nm0000876,nm0123666,nm0405190,nm0569891,nm0794252,nm1129905,nm2593444",2012-06-08,145000000.0,216391482.0,746921271.0,2012,yes
155,tt1279935,Date Night,2010.0,88.0,"Comedy,Crime,Romance",nm0506613,nm0458441,2010-04-09,55000000.0,98711404.0,152269033.0,2010,yes
156,tt1282140,Easy A,2010.0,92.0,"Comedy,Drama,Romance",nm0323239,nm1421629,2010-09-17,8000000.0,58401464.0,76200721.0,2010,yes
157,tt1284575,Bad Teacher,2011.0,92.0,"Comedy,Romance",nm0440458,"nm1969144,nm1072409",2011-06-24,19000000.0,100292856.0,215448997.0,2011,yes
158,tt1285009,The Strangers: Prey at Night,2018.0,85.0,Horror,nm1266897,"nm1052162,nm2406892",2018-03-09,5000000.0,24431472.0,29960051.0,2018,yes
159,tt1285016,The Social Network,2010.0,120.0,"Biography,Drama",nm0000399,"nm0815070,nm0583826",2010-10-01,40000000.0,96962694.0,224922135.0,2010,yes
160,tt1288558,Evil Dead,2013.0,91.0,"Fantasy,Horror,Thriller",nm1793079,"nm1793079,nm2140186,nm0000600",2013-04-05,17000000.0,54239856.0,97778356.0,2013,yes
161,tt1291150,Teenage Mutant Ninja Turtles,2014.0,101.0,"Action,Adventure,Comedy",nm0509448,"nm0032227,nm0625858,nm2489193,nm0481990,nm0247653",2014-08-08,125000000.0,191204754.0,485004754.0,2014,yes
162,tt1293847,xXx: Return of Xander Cage,2017.0,107.0,"Action,Adventure,Thriller",nm0142286,"nm0929186,nm2400444",2017-01-20,85000000.0,44898413.0,345033359.0,2017,yes
163,tt1294226,The Last Song,2010.0,107.0,"Drama,Music,Romance",nm1455688,"nm0817023,nm3491486",2010-03-31,20000000.0,62950384.0,92678948.0,2010,yes
164,tt1298650,Pirates of the Caribbean: On Stranger Tides,2011.0,136.0,"Action,Adventure,Fantasy",nm0551128,"nm0254645,nm0744429,nm0064181,nm0938684,nm0694627",2011-05-20,410600000.0,241063875.0,1045663875.0,2011,yes
165,tt1300854,Iron Man 3,2013.0,130.0,"Action,Adventure,Sci-Fi",nm0000948,"nm1510800,nm0000948,nm0498278,nm1411347,nm1293367,nm0456158,nm1979137,nm2137463",2013-05-03,200000000.0,408992272.0,1215392272.0,2013,yes
166,tt1302011,Kung Fu Panda 2,2011.0,90.0,"Action,Adventure,Animation",nm0950775,"nm0008743,nm0074184,nm0717550,nm0903456",2011-05-26,150000000.0,165249063.0,664837547.0,2011,yes
167,tt1302067,Yogi Bear,2010.0,80.0,"Adventure,Animation,Comedy",nm0108094,"nm0893262,nm0827985,nm0178589,nm0053484,nm0360253",2010-12-17,80000000.0,100246011.0,204774690.0,2010,yes
168,tt1306980,50/50,2011.0,100.0,"Comedy,Drama,Romance",nm1349522,nm1672425,2011-09-30,8000000.0,35016118.0,41334735.0,2011,yes
169,tt1314655,Devil,2010.0,80.0,"Horror,Mystery,Thriller",nm0235719,"nm0625198,nm0796117",2010-09-17,10000000.0,33679655.0,63354114.0,2010,yes
170,tt1318514,Rise of the Planet of the Apes,2011.0,105.0,"Action,Drama,Sci-Fi",nm1012501,"nm0415425,nm0798646,nm0099541",2011-08-05,93000000.0,176760185.0,470986200.0,2011,yes
171,tt1320244,The Last Exorcism,2010.0,87.0,"Drama,Horror,Thriller",nm0821844,"nm1428204,nm0348640",2010-08-27,1800000.0,41034350.0,70165900.0,2010,yes
172,tt1320253,The Expendables,2010.0,103.0,"Action,Adventure,Thriller",nm0000230,"nm1709264,nm0000230",2010-08-13,82000000.0,103068524.0,268268174.0,2010,yes
173,tt1320261,Gulliver's Travels,2010.0,85.0,"Adventure,Comedy,Family",nm1224299,"nm0830294,nm0831557,nm0842605",2010-12-25,112000000.0,42779261.0,232017848.0,2010,yes
174,tt1321509,Death at a Funeral,2010.0,92.0,Comedy,nm0001438,nm1918877,2010-04-16,21000000.0,42739347.0,48977233.0,2010,yes
175,tt1322269,August: Osage County,2013.0,121.0,"Comedy,Drama",nm0920274,nm0504832,2013-12-25,25000000.0,37738810.0,50738810.0,2013,yes
176,tt2294629,Frozen,2013.0,102.0,"Adventure,Animation,Comedy","nm0118333,nm1601644","nm1601644,nm0026153,nm0118333,nm2280850",2013-11-22,150000000.0,400738009.0,1272469910.0,2013,yes
177,tt1323594,Despicable Me,2010.0,95.0,"Animation,Comedy,Family","nm1853544,nm0719208","nm0666791,nm0202425,nm0655053",2010-07-09,69000000.0,251513985.0,543464573.0,2010,yes
178,tt1325004,The Twilight Saga: Eclipse,2010.0,124.0,"Adventure,Drama,Fantasy",nm1720541,"nm0742279,nm2769412",2010-06-30,68000000.0,300531751.0,706102828.0,2010,yes
179,tt1327194,The Lucky One,2012.0,101.0,"Drama,Romance",nm0382956,"nm3391497,nm0817023",2012-04-20,25000000.0,60457138.0,96633833.0,2012,yes
180,tt1327773,Lee Daniels' The Butler,2013.0,132.0,"Biography,Drama",nm0200005,"nm0834960,nm1665973",2013-08-16,30000000.0,116632095.0,177025498.0,2013,yes
181,tt1333125,Movie 43,2013.0,94.0,Comedy,"nm2086105,nm1158962,nm2455747,nm0348181,nm0268380,nm0006969,nm0711840,nm0109359,nm0139867,nm0192090,nm0001162,nm1743387,nm0644022","nm2415313,nm2326580,nm0088546,nm3913565,nm2455747,nm3287345,nm3666380,nm5621285,nm5621400,nm5621376,nm0137800,nm1743387,nm2032481,nm1158962,nm0765563,nm1856892,nm0698119,nm0348181,nm0644022,nm2695453",2013-01-25,10000000.0,8840453.0,31164747.0,2013,yes
182,tt1340800,Tinker Tailor Soldier Spy,2011.0,122.0,"Drama,Mystery,Thriller",nm0019247,"nm2091799,nm1661186,nm0494170",2011-12-09,21000000.0,24149393.0,81452811.0,2011,yes
183,tt1345836,The Dark Knight Rises,2012.0,164.0,"Action,Thriller",nm0634240,"nm0634300,nm0634240,nm0333060,nm0004170",2012-07-20,275000000.0,448139099.0,1084439099.0,2012,yes
184,tt1355630,If I Stay,2014.0,107.0,"Drama,Fantasy,Music",nm0191712,"nm0189272,nm3259208",2014-08-22,11000000.0,50474843.0,78356170.0,2014,yes
185,tt1355644,Passengers,2016.0,116.0,"Drama,Romance,Sci-Fi",nm0878763,nm3123612,2016-12-21,110000000.0,100014699.0,302239672.0,2016,yes
186,tt1365519,Tomb Raider,2018.0,119.0,"Action,Adventure,Fantasy",nm1012385,"nm4039044,nm3322414,nm2489193,nm1897248,nm2824501",2018-03-16,90000000.0,58250803.0,273477501.0,2018,yes
187,tt1375666,Inception,2010.0,148.0,"Action,Adventure,Sci-Fi",nm0634240,nm0634240,2010-07-16,160000000.0,292576195.0,835524642.0,2010,yes
188,tt1375670,Grown Ups,2010.0,102.0,Comedy,nm0240797,"nm0001191,nm0937748",2010-06-25,75000000.0,162001186.0,272223430.0,2010,yes
189,tt1385826,The Adjustment Bureau,2011.0,106.0,"Romance,Sci-Fi,Thriller",nm1079776,"nm1079776,nm0001140",2011-03-04,50200000.0,62495645.0,126931325.0,2011,yes
190,tt1386697,Suicide Squad,2016.0,123.0,"Action,Adventure,Fantasy",nm0043742,"nm0043742,nm1694619",2016-08-05,175000000.0,325100054.0,746059887.0,2016,yes
191,tt1389137,We Bought a Zoo,2011.0,124.0,"Comedy,Drama,Family",nm0001081,"nm0112459,nm0001081,nm3349167",2011-12-23,50000000.0,75624550.0,118729073.0,2011,yes
192,tt1389139,When the Bough Breaks,2016.0,107.0,"Crime,Drama,Horror",nm0143984,nm3357261,2016-09-09,10000000.0,29747603.0,30768449.0,2016,yes
193,tt1391137,Why Did I Get Married Too?,2010.0,121.0,"Comedy,Drama,Romance",nm1347153,nm1347153,2010-04-02,20000000.0,60095852.0,60831067.0,2010,yes
194,tt1392170,The Hunger Games,2012.0,142.0,"Action,Adventure,Sci-Fi",nm0002657,"nm0002657,nm1056741,nm0712753",2012-03-23,80000000.0,408010692.0,677923379.0,2012,yes
195,tt1392190,Mad Max: Fury Road,2015.0,120.0,"Action,Adventure,Sci-Fi",nm0004306,"nm0004306,nm0565068,nm0490147",2015-05-15,150000000.0,153636354.0,370098020.0,2015,yes
196,tt1392214,Prisoners,2013.0,153.0,"Crime,Drama,Mystery",nm0898288,nm3360706,2013-09-20,46000000.0,61002302.0,113402302.0,2013,yes
197,tt1396484,It,2017.0,135.0,"Horror,Thriller",nm0615592,"nm1286060,nm1560977,nm2477891,nm0000175",2017-09-08,35000000.0,327481748.0,697457969.0,2017,yes
198,tt1397280,Taken 2,2012.0,92.0,"Action,Thriller",nm0576298,"nm0000108,nm0436543",2012-10-05,45000000.0,139854287.0,377807404.0,2012,yes
199,tt1397514,Journey 2: The Mysterious Island,2012.0,94.0,"Action,Adventure,Comedy",nm0679031,"nm0348160,nm0348208,nm0653693,nm0894523",2012-02-10,79000000.0,103860290.0,318146162.0,2012,yes
200,tt1398426,Straight Outta Compton,2015.0,147.0,"Biography,Drama,History",nm0336620,"nm6707680,nm0075696,nm0767655,nm0921023",2015-08-14,28000000.0,161197785.0,202182981.0,2015,yes
201,tt1399103,Transformers: Dark of the Moon,2011.0,154.0,"Action,Adventure,Sci-Fi",nm0000881,nm0472567,2011-06-29,195000000.0,352390543.0,1123790543.0,2011,yes
202,tt1399683,Winter's Bone,2010.0,100.0,"Drama,Mystery",nm0335138,"nm0335138,nm1367893,nm0940410",2010-06-11,2000000.0,6531503.0,16131551.0,2010,yes
203,tt1401152,Unknown,2011.0,113.0,"Action,Mystery,Thriller",nm1429471,"nm0124700,nm0180508,nm0885857",2011-02-18,40000000.0,63686397.0,136123083.0,2011,yes
204,tt1403865,True Grit,2010.0,110.0,"Adventure,Drama,Western","nm0001053,nm0001054","nm0001054,nm0001053,nm0692427",2010-12-22,35000000.0,171243005.0,252276928.0,2010,yes
205,tt1403981,Remember Me,2010.0,113.0,"Drama,Romance",nm0002339,nm3391497,2010-03-12,16000000.0,19068240.0,56506120.0,2010,yes
206,tt1408101,Star Trek Into Darkness,2013.0,132.0,"Action,Adventure,Sci-Fi",nm0009190,"nm0649460,nm0476064,nm0511541,nm0734472",2013-05-16,190000000.0,228778661.0,467381584.0,2013,yes
207,tt1408253,Ride Along,2014.0,99.0,"Action,Comedy,Crime",nm1103162,"nm0177637,nm1727621,nm0006534,nm0542062",2014-01-17,25000000.0,134202565.0,153733800.0,2014,yes
208,tt1409024,Men in Black 3,2012.0,106.0,"Action,Adventure,Comedy",nm0001756,"nm1000113,nm0192384",2012-05-25,215000000.0,179020854.0,654213485.0,2012,yes
209,tt1411238,No Strings Attached,2011.0,108.0,"Comedy,Romance",nm0718645,"nm2057975,nm0759986",2011-01-21,25000000.0,70662220.0,149228078.0,2011,yes
210,tt1411250,Riddick,2013.0,119.0,"Action,Adventure,Sci-Fi",nm0878638,"nm0878638,nm0923646,nm0003117",2013-09-06,38000000.0,42025135.0,94763758.0,2013,yes
211,tt1411697,The Hangover Part II,2011.0,102.0,"Comedy,Mystery",nm0680846,"nm0563301,nm0035905,nm0680846,nm0524190,nm0601859",2011-05-26,80000000.0,254464305.0,586464305.0,2011,yes
212,tt1411704,Hop,2011.0,95.0,"Adventure,Animation,Comedy",nm0384722,"nm0666791,nm0202425,nm0528244",2011-04-01,63000000.0,108085305.0,188657593.0,2011,yes
213,tt1413492,12 Strong,2018.0,130.0,"Action,Drama,History",nm3350420,"nm0848217,nm0185976,nm3066678",2018-01-19,35000000.0,45819713.0,71118378.0,2018,yes
214,tt1421051,Somewhere,2010.0,97.0,"Comedy,Drama",nm0001068,nm0001068,2010-12-22,7000000.0,1785645.0,17023121.0,2010,yes
215,tt1424381,Predators,2010.0,107.0,"Action,Adventure,Sci-Fi",nm0030735,"nm0514821,nm3360218,nm0859029,nm0859049",2010-07-09,40000000.0,52000688.0,127234389.0,2010,yes
216,tt1428538,Hansel & Gretel: Witch Hunters,2013.0,88.0,"Action,Fantasy,Horror",nm2482088,"nm2482088,nm0342278,nm0342303",2013-01-25,50000000.0,55703475.0,214949716.0,2013,yes
217,tt1430132,The Wolverine,2013.0,126.0,"Action,Adventure,Sci-Fi",nm0003506,"nm0093560,nm0291082",2013-07-26,115000000.0,132556852.0,416456852.0,2013,yes
218,tt1430612,Brick Mansions,2014.0,90.0,"Action,Crime",nm0216214,"nm0000108,nm1098947,nm3375122",2014-04-25,28000000.0,20396829.0,73421224.0,2014,yes
219,tt1430626,The Pirates! Band of Misfits,2012.0,88.0,"Adventure,Animation,Comedy","nm0627920,nm0520485",nm2704527,2012-04-27,55000000.0,31051126.0,136143605.0,2012,yes
220,tt1431045,Deadpool,2016.0,108.0,"Action,Adventure,Comedy",nm1783265,"nm1014201,nm1116660",2016-02-12,58000000.0,363070709.0,801025593.0,2016,yes
221,tt1431181,Another Year,2010.0,129.0,"Comedy,Drama",nm0005139,nm0005139,2010-12-29,8000000.0,3205706.0,20005613.0,2010,yes
222,tt1436562,Rio,2011.0,96.0,"Adventure,Animation,Comedy",nm0757858,"nm0757858,nm0427993,nm5333675,nm0722610,nm0827985,nm0893262,nm0363958",2011-04-15,90000000.0,143619809.0,487519809.0,2011,yes
223,tt1440728,The American,2010.0,105.0,"Crime,Drama,Thriller",nm0179221,"nm0423626,nm0095757",2010-09-01,20000000.0,35606376.0,67950723.0,2010,yes
224,tt1441326,Martha Marcy May Marlene,2011.0,102.0,"Drama,Mystery,Thriller",nm1699934,nm1699934,2011-10-21,1000000.0,2981038.0,5438911.0,2011,yes
225,tt1446192,Rise of the Guardians,2012.0,97.0,"Action,Adventure,Animation",nm0709056,"nm1865755,nm0431622",2012-11-21,145000000.0,103412758.0,306900902.0,2012,yes
226,tt1446714,Prometheus,2012.0,124.0,"Adventure,Mystery,Sci-Fi",nm0000631,"nm3123612,nm0511541,nm0639321,nm0795953",2012-06-08,125000000.0,126477084.0,402448265.0,2012,yes
227,tt1453405,Monsters University,2013.0,104.0,"Adventure,Animation,Comedy",nm0768959,"nm0768959,nm0314870,nm0047916,nm2937122",2013-06-21,200000000.0,268488329.0,743588329.0,2013,yes
228,tt1454029,The Help,2011.0,146.0,Drama,nm0853238,"nm0853238,nm3543826",2011-08-10,25000000.0,169705587.0,213120004.0,2011,yes
229,tt1454468,Gravity,2013.0,91.0,"Drama,Sci-Fi,Thriller",nm0190859,"nm0190859,nm0190861,nm0000123",2013-10-04,110000000.0,274092705.0,693698673.0,2013,yes
230,tt1457767,The Conjuring,2013.0,112.0,"Horror,Mystery,Thriller",nm1490123,"nm0370937,nm0370928",2013-07-19,20000000.0,137400141.0,318000141.0,2013,yes
231,tt1458175,The Next Three Days,2010.0,133.0,"Action,Crime,Drama",nm0353673,"nm0353673,nm0146991,nm3280198",2010-11-19,30000000.0,21148651.0,67255916.0,2010,yes
232,tt1462758,Buried,2010.0,95.0,"Drama,Mystery,Thriller",nm0181579,nm2133655,2010-09-24,1987650.0,1044143.0,21270290.0,2010,yes
233,tt1464174,"Big Mommas: Like Father, Like Son",2011.0,107.0,"Action,Comedy,Crime",nm0925870,"nm3821363,nm0722610,nm0702912",2011-02-18,32000000.0,37915414.0,82332450.0,2011,yes
234,tt1469304,Baywatch,2017.0,116.0,"Action,Comedy,Crime",nm1164861,"nm0075276,nm0777209,nm0093748,nm0771065,nm0740115,nm0502073,nm0304830,nm1226735,nm1226737",2017-05-25,60000000.0,58060186.0,175863783.0,2017,yes
235,tt1470827,Monsters,2010.0,94.0,"Drama,Sci-Fi,Thriller",nm2284484,nm2284484,2010-10-29,500000.0,237301.0,5639730.0,2010,yes
236,tt1477834,Aquaman,2018.0,143.0,"Action,Adventure,Fantasy",nm1490123,"nm0424901,nm3263825,nm0424315,nm1490123,nm3542504,nm0918816",2018-12-21,160000000.0,335061807.0,1146894640.0,2018,yes
237,tt1478338,Bridesmaids,2011.0,125.0,"Comedy,Romance",nm0082450,"nm1325419,nm1754239",2011-05-13,32500000.0,169211718.0,289632023.0,2011,yes
238,tt3315342,Logan,2017.0,137.0,"Action,Drama,Sci-Fi",nm0003506,"nm0003506,nm0291082,nm0338169,nm0739661,nm0859471,nm0918083,nm1079460,nm2092839,nm4022192",2017-03-03,127000000.0,226277068.0,615461394.0,2017,yes
239,tt1483013,Oblivion,2013.0,124.0,"Action,Adventure,Sci-Fi",nm2676052,"nm2244980,nm1578335,nm2676052",2013-04-19,120000000.0,89107235.0,287916633.0,2013,yes
240,tt1485796,The Greatest Showman,2017.0,105.0,"Biography,Drama,Musical",nm1243905,"nm0081081,nm0174374",2017-12-20,84000000.0,174340174.0,386665550.0,2017,yes
241,tt1486185,Red Riding Hood,2011.0,100.0,"Fantasy,Horror,Mystery",nm0362566,nm0424901,2011-03-11,42000000.0,37662162.0,91678442.0,2011,yes
242,tt1489889,Central Intelligence,2016.0,107.0,"Action,Comedy,Crime",nm1098493,"nm0054697,nm2811682,nm1098493",2016-06-17,50000000.0,127440871.0,217194805.0,2016,yes
243,tt1490017,The Lego Movie,2014.0,100.0,"Action,Adventure,Animation","nm0520488,nm0588087","nm0520488,nm0588087,nm1087952,nm1156984,nm9204083,nm9204084,nm9204085,nm0481990,nm0247653",2014-02-07,60000000.0,257784718.0,457729388.0,2014,yes
244,tt4178092,The Gift,2015.0,108.0,"Drama,Mystery,Thriller",nm0249291,nm0249291,2015-08-07,5000000.0,43787265.0,58978477.0,2015,yes
245,tt1499658,Horrible Bosses,2011.0,98.0,"Comedy,Crime",nm1164861,"nm0002864,nm0197855,nm0326246",2011-07-08,35000000.0,117538559.0,212417601.0,2011,yes
246,tt1502407,Halloween,2018.0,106.0,"Horror,Thriller",nm0337773,"nm0000118,nm0384185,nm2171769,nm1144419,nm0337773",2018-10-19,10000000.0,159342015.0,254900667.0,2018,yes
247,tt1508675,Le Havre,2011.0,93.0,"Comedy,Drama",nm0442454,nm0442454,2011-10-21,5500000.0,611709.0,13480196.0,2011,yes
248,tt1515091,Sherlock Holmes: A Game of Shadows,2011.0,129.0,"Action,Adventure,Crime",nm0005363,"nm1802251,nm0612487,nm0236279",2011-12-16,125000000.0,186848418.0,535663443.0,2011,yes
249,tt1524137,Contraband,2012.0,109.0,"Action,Crime,Drama",nm0466349,"nm3360706,nm2266689,nm0433588",2012-01-13,25000000.0,66528000.0,98406855.0,2012,yes
250,tt1524930,Vacation,2015.0,99.0,"Adventure,Comedy","nm0197855,nm0326246","nm0326246,nm0197855,nm0000455",2015-07-29,31000000.0,58884188.0,102306500.0,2015,yes
251,tt1527186,Melancholia,2011.0,135.0,"Drama,Sci-Fi",nm0001885,nm0001885,2011-11-11,9400000.0,3030848.0,21817298.0,2011,yes
252,tt1529567,Sea Rex 3D: Journey to a Prehistoric World,2010.0,41.0,Documentary,"nm3654605,nm0904449","nm3654605,nm0235796,nm0904449",2010-05-28,5000000.0,6096582.0,16515203.0,2010,yes
253,tt1535108,Elysium,2013.0,109.0,"Action,Drama,Sci-Fi",nm0088955,nm0088955,2013-08-09,120000000.0,93050117.0,286192091.0,2013,yes
254,tt1535109,Captain Phillips,2013.0,134.0,"Biography,Drama,Thriller",nm0339030,"nm0712753,nm3697679,nm5643170",2013-10-11,55000000.0,107136417.0,220648184.0,2013,yes
255,tt1535438,Hope Springs,2012.0,100.0,"Comedy,Drama,Romance",nm0291205,nm0961827,2012-08-08,30000000.0,63536011.0,133085295.0,2012,yes
256,tt1536044,Paranormal Activity 2,2010.0,91.0,Horror,nm0931095,"nm0675219,nm0484907,nm2317082,nm2305431",2010-10-20,3000000.0,84752907.0,177512032.0,2010,yes
257,tt1540011,Blair Witch,2016.0,89.0,"Horror,Mystery,Thriller",nm1417392,nm1440023,2016-09-16,10000000.0,20777061.0,38985577.0,2016,yes
